央视频道,#genre#
CCTV5+,http://182.104.192.98:8180/TV00000000000000000011@HHZT
CCTV5+,http://119.135.1.16:6699/live/1018/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://61.190.129.195:8686/udp/238.1.78.172:7248
CCTV6,http://ygbh666.cn/aikmigu.php?id=cctv6
CCTV6,http://219.128.121.202:59901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://39.135.133.138:80/wh7f454c46tw3956597683-752876325/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8?
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://61.190.129.195:8686/udp/238.1.78.239:7784
CCTV7,http://ygbh666.cn/aikmigu.php?id=cctv7
CCTV7,http://219.128.121.202:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://123.182.60.29:9002/hls/9/index.m3u8
CCTV7,http://39.135.135.87:80/wh7f454c46tw2873190982-1895894916/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://182.104.192.98:8180/TV00000000000000000013@HHZT
CCTV7,http://119.135.1.16:6699/live/1007/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://61.190.129.195:8686/udp/238.1.78.173:7256
CCTV8,http://ygbh666.cn/aikmigu.php?id=cctv8
CCTV8,http://219.128.121.202:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://39.135.133.177:80/wh7f454c46tw2455259066-1476037611/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://182.104.192.98:8180/TV00000000000000000014@HHZT
CCTV8,http://119.135.1.16:6699/live/1008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://61.190.129.195:8686/udp/238.1.78.240:7792
CCTV9,http://ygbh666.cn/aikmigu.php?id=cctv9
CCTV9,http://219.128.121.202:59901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://123.182.60.29:9002/hls/51/index.m3u8
CCTV9,http://39.135.135.38:80/wh7f454c46tw3068146099-1416323000/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://182.104.192.98:8180/TV00000000000000000015@HHZT
CCTV9,http://119.135.1.16:6699/live/1009/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://61.190.129.195:8686/udp/238.1.78.241:7800
CCTV10,http://ygbh666.cn/aikmigu.php?id=cctv10
CCTV10,http://219.128.121.202:59901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://123.182.60.29:9002/hls/10/index.m3u8
CCTV10,http://39.135.135.75:80/wh7f454c46tw3174010574-114826437/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://117.114.153.18:8180/TV00000000000000000143@HHZT
CCTV10,http://119.135.1.16:6699/live/1010/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV11,http://61.190.129.195:8686/udp/238.1.78.206:7502
CCTV11,http://ygbh666.cn/aikmigu.php?id=cctv11
CCTV11,http://219.128.121.202:59901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://123.182.60.29:9002/hls/11/index.m3u8
CCTV11,http://39.135.135.82:80/wh7f454c46tw3288020814-556075169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV11,http://117.114.153.18:8180/TV00000000000000000002@HHZT
CCTV11,http://119.135.1.16:6699/live/1011/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://61.190.129.195:8686/udp/238.1.78.242:7808
CCTV12,http://ygbh666.cn/aikmigu.php?id=cctv12
CCTV12,http://219.128.121.202:59901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://123.182.60.29:9002/hls/12/index.m3u8
CCTV12,http://39.135.135.11:80/wh7f454c46tw3331173441-1770138386/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://182.104.192.98:8180/TV00000000000000000016@HHZT
CCTV12,http://119.135.1.16:6699/live/1012/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,http://61.190.129.195:8686/udp/238.1.79.35:4392
CCTV13,http://ygbh666.cn/aikmigu.php?id=cctv13
CCTV13,http://219.128.121.202:59901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://123.182.60.29:9002/hls/13/index.m3u8
CCTV13,http://39.135.133.177:80/wh7f454c46tw2865102463--1959664190/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV13,http://182.104.192.98:8180/TV00000000000000000040@HHZT
CCTV13,http://119.135.1.16:6699/live/1013/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://61.190.129.195:8686/udp/238.1.78.243:7816
CCTV14,http://ygbh666.cn/aikmigu.php?id=cctv14
CCTV14,http://219.128.121.202:59901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://123.182.60.29:9002/hls/14/index.m3u8
CCTV14,http://39.135.133.158:80/wh7f454c46tw738317307--1850621911/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://182.104.192.98:8180/TV00000000000000000025@HHZT
CCTV14,http://119.135.1.16:6699/live/1014/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV15,http://61.190.129.195:8686/udp/238.1.78.222:7648
CCTV15,http://ygbh666.cn/aikmigu.php?id=cctv15
CCTV15,http://219.128.121.202:59901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://123.182.60.29:9002/hls/15/index.m3u8
CCTV15,http://39.134.65.87:80/wh7f454c46tw36780480631995458946/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV15,http://182.104.192.98:8180/TV00000000000000000005@HHZT
CCTV15,http://119.135.1.16:6699/live/1015/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://39.135.133.177:80/wh7f454c46tw1338203950-2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?
CCTV16,http://117.114.153.18:8180/TV00000000000000000136@HHZT
CCTV16,http://119.135.1.16:6699/live/1016/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://61.190.129.195:8686/udp/238.1.78.178:7296
CCTV17,http://ygbh666.cn/aikmigu.php?id=cctv17
CCTV17,http://219.128.121.202:59901/tsfile/live/0019_1.m3u8?key=txiptv
CCTV17,http://219.147.200.9:18080/newlive/live/hls/17/live.m3u8
CCTV17,http://39.135.135.88:80/wh7f454c46tw3757071990-771002896/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://182.104.192.98:8180/TV00000000000000000001@HHZT
CCTV17,http://119.135.1.16:6699/live/1017/index.m3u8
CGTN,http://116.233.34.25:7777/tsfile/live/1037_1.m3u8
CGTN,http://61.190.129.195:8686/udp/238.1.78.50:6272
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
CETV,http://116.233.34.25:7777/tsfile/live/1041_1.m3u8
CCTV-世界地理,http://dd.ddzb.fun/php/gzyx.php?id=6e407aeb2256f118cbc7500efb69ea37
CCTV-怀旧剧场,http://dd.ddzb.fun/php/gzyx.php?id=7a2b1c83b212fa4e2a68ce0c1c25c9f0
CCTV-第一剧场,http://dd.ddzb.fun/php/gzyx.php?id=155774022270441e808f7fe34a461113
CCTV-风云剧场,http://dd.ddzb.fun/php/gzyx.php?id=28b3dfac03626525db867cfe5efa6c08
CCTV-央视精品,http://dd.ddzb.fun/php/gzyx.php?id=df2c3d5ea40de75807e926c8764da0d0
CCTV-风云足球,http://dd.ddzb.fun/php/gzyx.php?id=9a4447cf2f6ad5e48a273929e3e12d79
CCTV-央视台球,http://dd.ddzb.fun/php/gzyx.php?id=db5ba3a40c2d5867978cc2db30f662a9
CCTV-高尔夫网球,http://dd.ddzb.fun/php/gzyx.php?id=739c8947f3ae1fff32001ea966c2fb0d
CCTV-风云音乐,http://dd.ddzb.fun/php/gzyx.php?id=55aa4e6799e5cf2e016d25ea298df515
CCTV-兵器科技,http://dd.ddzb.fun/php/gzyx.php?id=a0e5ccb15677fd5ecb6bfe15eeae94aa
CCTV-发现之旅,http://dd.ddzb.fun/php/gzyx.php?id=0d7c4ba0acfe86609acdbcb88ef54f3a
CCTV-卫生健康,http://dd.ddzb.fun/php/gzyx.php?id=d123a2c9a596930753a983f982e3e6fd
CCTV-中学生,http://dd.ddzb.fun/php/gzyx.php?id=6c099be5934da093a156f2d652954bdd
CCTV-老故事,http://dd.ddzb.fun/php/gzyx.php?id=d92287ad8f1851adbf7365becc0f6ca8
中国气象频道,http://dd.ddzb.fun/php/gzyx.php?id=9684959ac1679041f38f40552626a9c7
CETV1,http://61.190.129.195:8686/udp/238.1.78.158:7136
CETV1,http://www.8700956.top:18888/rtp/239.81.1.060:4056 
CETV2,http://61.190.129.195:8686/udp/238.1.78.106:6720
CETV2,http://www.8700956.top:18888/rtp/239.81.1.061:4056
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV4,http://61.190.129.195:8686/udp/238.1.78.107:6728
CETV4,http://www.8700956.top:18888/rtp/239.81.0.188:4056
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CCTV4欧,http://ygbh666.cn/aikmigu.php?id=cctv4o
CCTV4美,http://ygbh666.cn/aikmigu.php?id=cctv4a
CGTN纪,http://ygbh666.cn/aikmigu.php?id=cgtnjl
CGTN西,http://ygbh666.cn/aikmigu.php?id=cgtne
CGTN阿,http://ygbh666.cn/aikmigu.php?id=cgtna
CGTN法,http://ygbh666.cn/aikmigu.php?id=cgtnf
CGTN俄,http://ygbh666.cn/aikmigu.php?id=cgtnr
发现之旅,http://ygbh666.cn/aikmigu.php?id=fxzl
央老故事,http://ygbh666.cn/aikmigu.php?id=lgs
央中学生,http://ygbh666.cn/aikmigu.php?id=zxs
家庭影院,http://ygbh666.cn/aikmigu.php?id=chcjt
动作电影,http://ygbh666.cn/aikmigu.php?id=chcdz
CGTN纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
CGTN纪录,http://ygbh666.cn/aikmigu.php?id=cgtnjl
CGTN纪录,http://ygbh666.cn/aikmigu.php?id=cgtnjl
CGTN法语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226520/index.m3u8
CGTN法语,http://ygbh666.cn/aikmigu.php?id=cgtnf
CGTN法语,http://ygbh666.cn/aikmigu.php?id=cgtnf
CGTN俄语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226543/index.m3u8
CGTN俄语,http://ygbh666.cn/aikmigu.php?id=cgtnr
CGTN俄语,http://ygbh666.cn/aikmigu.php?id=cgtnr
CGTN西班牙语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226431/index.m3u8
CGTN阿拉伯语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226517/index.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
郑铁有线频道,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8
人民铁道频道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
CETV3,http://www.8700956.top:18888/rtp/239.81.1.062:4056
CGTN英语,http://182.104.192.98:8180/TV00000000000000000041@HHZT
世界地理,http://182.104.192.98:8180/TV00000000000000000044@HHZT
世界地理,http://119.135.1.16:6699/live/1087/index.m3u8
兵器科技,http://182.104.192.98:8180/TV00000000000000000032@HHZT
兵器科技,http://119.135.1.16:6699/live/1083/index.m3u8
怀旧剧场,http://182.104.192.98:8180/TV00000000000000000046@HHZT
怀旧剧场,http://119.135.1.16:6699/live/1088/index.m3u8
风云足球,http://182.104.192.98:8180/TV00000000000000000045@HHZT
风云足球,http://119.135.1.16:6699/live/1080/index.m3u8
中国教育,http://mobilelive-ds.ysp.cctv.cn/ysp/2022823801.m3u8
劲爆体育,http://182.104.192.98:8180/TV00000000000000000002@HHZT
影迷电影,http://117.114.153.18:8180/TV00000000000000000094@HHZT
影迷电影,http://119.135.1.16:6699/live/1066/index.m3u8
第一剧场,http://119.135.1.16:6699/live/1081/index.m3u8
风云剧场,http://119.135.1.16:6699/live/1082/index.m3u8
文化精品,http://119.135.1.16:6699/live/1079/index.m3u8
高尔网球,http://119.135.1.16:6699/live/1078/index.m3u8
央视台球,http://119.135.1.16:6699/live/1077/index.m3u8
电视指南,http://119.135.1.16:6699/live/1084/index.m3u8
CCTV4欧洲,http://ygbh666.cn/aikmigu.php?id=cctv4o
CCTV4美洲,http://ygbh666.cn/aikmigu.php?id=cctv4a
CGTN西语,http://ygbh666.cn/aikmigu.php?id=cgtne
CGTN西语,http://ygbh666.cn/aikmigu.php?id=cgtne
CGTN阿语,http://ygbh666.cn/aikmigu.php?id=cgtna
CGTN阿语,http://ygbh666.cn/aikmigu.php?id=cgtna
CHC家庭影院,http://ygbh666.cn/aikmigu.php?id=chcjt
CHC动作电影,http://ygbh666.cn/aikmigu.php?id=chcdz
卫视频道,#genre#
中国教育1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226712/1.m3u8
中国教育2,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226718/1.m3u8
中国教育3,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226722/1.m3u8
中国教育4,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226724/1.m3u8
CGTN,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226666/1.m3u8
北京纪实,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226730/1.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.164/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.166/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8
天津卫视,http://39.134.65.166/PLTV/88888888/224/3221225665/1.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8
东方卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8
江苏卫视,http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.183/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8
浙江卫视,http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8
湖北卫视,http://39.134.65.164/PLTV/88888888/224/3221225569/1.m3u8
湖北卫视,http://39.134.65.162/PLTV/88888888/224/3221225569/1.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.166/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.183/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8
山东卫视,http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8
体育频道,#genre#
巴黎奥运开幕式,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge12/126662925810848154051013005/aa9f232ba4be4c49921baae0c27194dd-4.m3u8
先锋乒羽,http://nas.hssvm.com:8888/udp/225.1.1.219:5002
先锋乒羽,http://wouu.net:9977/udp/239.93.42.56:5140?Cf=cfss.cc
NBA TV2,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
NBA TV1,http://170.yfvodcdn.com:19980/live/nbaTV1/hls.m3u8
咪咕视频1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
MBC体育❤️,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8 
MAT体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/522/index.m3u8 
天空体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/15097/index.m3u8 
天空体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7234/index.m3u8 
天空体育3,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7341/index.m3u8 
天空体育4,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8 
天空体育5,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8
FIFA 足球,https://d2anxt9uu5yxtz.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ja4uwkkhcliwv/v1/chili_fifa_eng_1/samsungheadend_us/latest/main/hls/playlist.m3u8
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
